source	relation	target	gt	type	AllYes	AllNo	AllRandom
saint_augustine_2	part_of	articulatio_humeri_1	-1	CS	1.0	0.0	0.43
series_1	has_instance	circus_4	-1	CS	1.0	0.0	0.17
mononuclear_phagocyte_system_1	has_instance	circus_4	-1	CS	1.0	0.0	0.04
frost_1	has_instance	cat_cracker_1	-1	CS	1.0	0.0	0.87
felid_1	has_instance	cat_cracker_1	-1	CS	1.0	0.0	0.14
ventricle_1	has_instance	year_2	-1	CS	1.0	0.0	0.32
mescaline_1	has_instance	year_2	-1	CS	1.0	0.0	0.86
order_raptores_1	type_of	express_2	-1	CS	1.0	0.0	0.34
hand_tool_1	type_of	express_2	-1	CS	1.0	0.0	0.51
family_glareolidae_1	part_of	weather_chart_1	-1	CS	1.0	0.0	0.42
cable_3	part_of	weather_chart_1	-1	CS	1.0	0.0	0.62
air_force_academy_1	type_of	court_1	-1	CS	1.0	0.0	0.07
family_russulaceae_1	type_of	court_1	-1	CS	1.0	0.0	0.21
fiber_1	type_of	company_2	-1	CS	1.0	0.0	0.11
capital_of_france_1	type_of	company_2	-1	CS	1.0	0.0	0.01
genus_vittaria_1	has_instance	rhea_3	-1	CS	1.0	0.0	0.38
hysteria_3	has_instance	rhea_3	-1	CS	1.0	0.0	0.84
drive_1	has_part	argos_1	-1	CS	1.0	0.0	0.15
subshrub_1	has_part	argos_1	-1	CS	1.0	0.0	0.6
genus_ovis_1	has_instance	fair_ball_1	-1	CS	1.0	0.0	0.54
family_tetranychidae_1	has_instance	fair_ball_1	-1	CS	1.0	0.0	0.32
charm_3	type_of	adult_female_1	-1	CS	1.0	0.0	0.2
mulled_wine_1	type_of	adult_female_1	-1	CS	1.0	0.0	0.53
scincid_1	subordinate_instance_of	city_1	-1	CS	1.0	0.0	0.76
kiribati_1	subordinate_instance_of	city_1	-1	CS	1.0	0.0	0.02
genus_pseudococcus_1	has_instance	recognisance_1	-1	CS	1.0	0.0	0.58
feeling_1	has_instance	recognisance_1	-1	CS	1.0	0.0	0.76
natural_philosophy_1	has_part	sash_fastener_1	-1	CS	1.0	0.0	0.11
baseball_1	has_part	sash_fastener_1	-1	CS	1.0	0.0	0.95
bodily_cavity_1	domain_topic	1000000000000_2	-1	CS	1.0	0.0	0.04
can_4	domain_topic	1000000000000_2	-1	CS	1.0	0.0	0.47
craft_1	type_of	thyroid_hormone_1	-1	CS	1.0	0.0	0.11
genus_montia_1	type_of	thyroid_hormone_1	-1	CS	1.0	0.0	0.22
jurisprudence_2	has_instance	bengali_1	-1	CS	1.0	0.0	0.69
conifer_1	has_instance	bengali_1	-1	CS	1.0	0.0	0.65
genus_hermissenda_1	has_instance	atrial_fibrillation_1	-1	CS	1.0	0.0	0.6
new_moon_1	has_instance	atrial_fibrillation_1	-1	CS	1.0	0.0	0.23
accessory_1	part_of	grain_5	-1	CS	1.0	0.0	0.16
egret_1	part_of	grain_5	-1	CS	1.0	0.0	0.78
hind_1	type_of	adjust_1	-1	CS	1.0	0.0	0.41
hame_1	type_of	adjust_1	-1	CS	1.0	0.0	0.29
top_out_1	part_of	blende_1	-1	CS	1.0	0.0	0.98
bed_5	part_of	blende_1	-1	CS	1.0	0.0	0.23
navigation_3	type_of	motortruck_1	-1	CS	1.0	0.0	0.55
applicator_1	type_of	motortruck_1	-1	CS	1.0	0.0	0.66
genus_weigela_1	member_meronym	genus_pterois_1	-1	CS	1.0	0.0	0.34
acanthuridae_1	member_meronym	genus_pterois_1	-1	CS	1.0	0.0	0.83
ericaceae_1	has_instance	psocid_1	-1	CS	1.0	0.0	0.36
fungus_genus_1	has_instance	psocid_1	-1	CS	1.0	0.0	0.41
sib_1	part_of	ax_1	-1	CS	1.0	0.0	0.78
erianthus_ravennae_1	part_of	ax_1	-1	CS	1.0	0.0	0.02
explain_1	has_instance	family_peneidae_1	-1	CS	1.0	0.0	0.61
family_giraffidae_1	has_instance	family_peneidae_1	-1	CS	1.0	0.0	0.84
turmeric_2	type_of	essence_3	-1	CS	1.0	0.0	0.46
deductible_1	type_of	essence_3	-1	CS	1.0	0.0	0.9
religious_movement_1	type_of	toxin_1	-1	CS	1.0	0.0	0.38
jurisprudence_2	type_of	toxin_1	-1	CS	1.0	0.0	0.25
addendum_1	has_instance	compunction_1	-1	CS	1.0	0.0	0.85
coup_1	has_instance	compunction_1	-1	CS	1.0	0.0	0.08
chrysoberyl_1	has_instance	beguile_1	-1	CS	1.0	0.0	0.33
fish_genus_1	has_instance	beguile_1	-1	CS	1.0	0.0	0.2
counterclaim_1	part_of	south_yorkshire_1	-1	CS	1.0	0.0	0.91
cocoyam_1	part_of	south_yorkshire_1	-1	CS	1.0	0.0	0.27
carbonated_water_1	member_meronym	genus_parochetus_1	-1	CS	1.0	0.0	0.74
marsh_cress_1	member_meronym	genus_parochetus_1	-1	CS	1.0	0.0	0.76
chalk_out_1	type_of	antipsychotic_1	-1	CS	1.0	0.0	0.51
pablo_picasso_1	type_of	antipsychotic_1	-1	CS	1.0	0.0	0.34
lineman_1	domain_region	knit_1	-1	CS	1.0	0.0	0.35
bushel_1	domain_region	knit_1	-1	CS	1.0	0.0	0.13
frontal_lobotomy_1	member_meronym	chrysanthemum_ptarmiciflorum_1	-1	CS	1.0	0.0	0.06
surrejoinder_1	member_meronym	chrysanthemum_ptarmiciflorum_1	-1	CS	1.0	0.0	0.58
feast_6	type_of	sea_bass_2	-1	CS	1.0	0.0	0.51
naranjilla_1	type_of	sea_bass_2	-1	CS	1.0	0.0	0.48
bird_genus_1	type_of	anaplasty_1	-1	CS	1.0	0.0	0.76
cypraea_1	type_of	anaplasty_1	-1	CS	1.0	0.0	0.84
acnidosporidia_1	type_of	craniometric_point_1	-1	CS	1.0	0.0	0.73
faith_1	type_of	craniometric_point_1	-1	CS	1.0	0.0	0.21
aster_family_1	domain_region	assonant_1	-1	CS	1.0	0.0	0.22
beguiler_1	domain_region	assonant_1	-1	CS	1.0	0.0	0.88
epacridaceae_1	has_instance	america_1	-1	CS	1.0	0.0	0.96
armoracia_rusticana_1	has_instance	america_1	-1	CS	1.0	0.0	0.43
aepyceros_1	has_instance	deep_six_1	-1	CS	1.0	0.0	0.98
confederate_jasmine_1	has_instance	deep_six_1	-1	CS	1.0	0.0	0.5
move_3	has_instance	aizoaceae_1	-1	CS	1.0	0.0	0.97
aesculus_hippocastanum_1	has_instance	aizoaceae_1	-1	CS	1.0	0.0	0.74
type_genus_1	has_instance	male_aristocrat_1	-1	CS	1.0	0.0	0.67
ostrich_2	has_instance	male_aristocrat_1	-1	CS	1.0	0.0	0.06
play_5	type_of	decay_7	-1	CS	1.0	0.0	0.63
impost_2	type_of	decay_7	-1	CS	1.0	0.0	0.59
chart_1	domain_region	index_register_1	-1	CS	1.0	0.0	0.38
altaic_2	domain_region	index_register_1	-1	CS	1.0	0.0	0.16
dynasty_1	has_instance	gravure_2	-1	CS	1.0	0.0	0.24
act_of_terrorism_1	has_instance	gravure_2	-1	CS	1.0	0.0	0.59
fluid_ounce_1	type_of	action_3	-1	CS	1.0	0.0	0.52
genus_nauclea_1	type_of	action_3	-1	CS	1.0	0.0	0.34
louse_1	type_of	list_6	-1	CS	1.0	0.0	0.87
bench_3	type_of	list_6	-1	CS	1.0	0.0	0.94
hit_1	type_of	dough_1	-1	CS	1.0	0.0	0.81
golden_willow_1	type_of	dough_1	-1	CS	1.0	0.0	0.74
genus_phyllostachys_1	part_of	compiler_2	-1	CS	1.0	0.0	0.92
packaging_2	part_of	compiler_2	-1	CS	1.0	0.0	0.47
genus_crotalaria_1	type_of	sculpture_3	-1	CS	1.0	0.0	0.84
baseball_1	type_of	sculpture_3	-1	CS	1.0	0.0	0.82
ocean_trip_1	type_of	alter_1	-1	CS	1.0	0.0	0.21
alteration_1	type_of	alter_1	-1	CS	1.0	0.0	0.11
bay_willow_1	type_of	multivariate_analysis_1	-1	CS	1.0	0.0	0.47
american_revolutionary_leader_1	type_of	multivariate_analysis_1	-1	CS	1.0	0.0	0.93
territorial_1	part_of	book_8	-1	CS	1.0	0.0	0.1
marketing_1	part_of	book_8	-1	CS	1.0	0.0	0.52
alternative_1	has_part	steam_engine_1	-1	CS	1.0	0.0	1.0
drug_3	has_part	steam_engine_1	-1	CS	1.0	0.0	0.14
cacao_bean_1	has_instance	sharpen_1	-1	CS	1.0	0.0	0.06
family_pygopodidae_1	has_instance	sharpen_1	-1	CS	1.0	0.0	0.01
badness_2	has_instance	candymaker_1	-1	CS	1.0	0.0	0.55
drug_cocktail_1	has_instance	candymaker_1	-1	CS	1.0	0.0	0.96
montrachet_1	has_instance	active_2	-1	CS	1.0	0.0	0.68
emerald_isle_1	has_instance	active_2	-1	CS	1.0	0.0	0.96
tail_9	similar_to	air_8	-1	CS	1.0	0.0	0.48
aster_family_1	similar_to	air_8	-1	CS	1.0	0.0	0.46
signature_5	member_meronym	bhutanese_1	-1	CS	1.0	0.0	0.56
aleyrodidae_1	member_meronym	bhutanese_1	-1	CS	1.0	0.0	0.24
dilleniid_dicot_genus_1	subordinate_instance_of	african_country_1	-1	CS	1.0	0.0	0.54
empire_state_1	subordinate_instance_of	african_country_1	-1	CS	1.0	0.0	0.25
cloning_1	type_of	border_3	-1	CS	1.0	0.0	0.92
china_1	type_of	border_3	-1	CS	1.0	0.0	0.5
anatomy_1	type_of	fuel_4	-1	CS	1.0	0.0	0.11
roof_3	type_of	fuel_4	-1	CS	1.0	0.0	0.5
heave_1	member_meronym	corn_salad_1	-1	CS	1.0	0.0	0.44
physiological_condition_1	member_meronym	corn_salad_1	-1	CS	1.0	0.0	0.97
ginseng_1	similar_to	undone_2	-1	CS	1.0	0.0	0.23
biddy_1	similar_to	undone_2	-1	CS	1.0	0.0	0.18
greek_mythology_1	domain_region	criminal_contempt_1	-1	CS	1.0	0.0	0.39
oyster_2	domain_region	criminal_contempt_1	-1	CS	1.0	0.0	0.58
city_1	has_instance	canadian_1	-1	CS	1.0	0.0	0.42
city_1	has_instance	canadian_1	-1	CS	1.0	0.0	0.93
slime_mold_1	type_of	branch_3	-1	CS	1.0	0.0	0.33
genus_mullus_1	type_of	branch_3	-1	CS	1.0	0.0	0.64
finger_alphabet_1	type_of	home_reserve_1	-1	CS	1.0	0.0	0.01
botany_1	type_of	home_reserve_1	-1	CS	1.0	0.0	0.48
sleeping_1	has_part	green_bay_1	-1	CS	1.0	0.0	0.37
card_game_1	has_part	green_bay_1	-1	CS	1.0	0.0	0.07
family_phasianidae_1	has_instance	injection_3	-1	CS	1.0	0.0	0.93
chanal_1	has_instance	injection_3	-1	CS	1.0	0.0	0.39
assets_1	member_meronym	dryopithecus_1	-1	CS	1.0	0.0	0.25
driving_2	member_meronym	dryopithecus_1	-1	CS	1.0	0.0	0.58
caryophylloid_dicot_genus_1	type_of	disease_1	-1	CS	1.0	0.0	0.55
jurisprudence_2	type_of	disease_1	-1	CS	1.0	0.0	0.97
gymnosperm_genus_1	has_part	safety_island_1	-1	CS	1.0	0.0	0.89
wheat_germ_1	has_part	safety_island_1	-1	CS	1.0	0.0	0.64
cot_death_1	type_of	asian_1	-1	CS	1.0	0.0	0.17
technology_administration_1	type_of	asian_1	-1	CS	1.0	0.0	0.45
gentian_1	domain_region	statant_1	-1	CS	1.0	0.0	0.22
pure_mathematics_1	domain_region	statant_1	-1	CS	1.0	0.0	0.92
variable_3	type_of	age_4	-1	CS	1.0	0.0	0.79
lemuroidea_1	type_of	age_4	-1	CS	1.0	0.0	0.96
spike_8	type_of	victimise_1	-1	CS	1.0	0.0	0.25
fungus_family_1	type_of	victimise_1	-1	CS	1.0	0.0	0.51
individual_1	type_of	elm_1	-1	CS	1.0	0.0	0.01
hydroxy_acid_1	type_of	elm_1	-1	CS	1.0	0.0	0.68
archaeologist_1	domain_region	support_9	-1	CS	1.0	0.0	0.71
defend_3	domain_region	support_9	-1	CS	1.0	0.0	0.62
quail_2	domain_region	right_of_re_entry_1	-1	CS	1.0	0.0	0.02
acacia_pycnantha_1	domain_region	right_of_re_entry_1	-1	CS	1.0	0.0	0.32
red_admiral_1	has_instance	trident_1	-1	CS	1.0	0.0	0.75
british_capital_1	has_instance	trident_1	-1	CS	1.0	0.0	0.58
half_moon_1	type_of	marriage_1	-1	CS	1.0	0.0	0.21
arundinaria_1	type_of	marriage_1	-1	CS	1.0	0.0	0.67
bear_down_1	has_part	sao_goncalo_1	-1	CS	1.0	0.0	0.7
vent_5	has_part	sao_goncalo_1	-1	CS	1.0	0.0	0.61
organic_compound_1	has_instance	reptile_family_1	-1	CS	1.0	0.0	0.19
liliopsid_genus_1	has_instance	reptile_family_1	-1	CS	1.0	0.0	0.54
hedysarum_boreale_1	has_instance	genus_schizanthus_1	-1	CS	1.0	0.0	0.19
coryza_1	has_instance	genus_schizanthus_1	-1	CS	1.0	0.0	0.87
common_eel_1	type_of	mammal_family_1	-1	CS	1.0	0.0	0.47
military_officer_1	type_of	mammal_family_1	-1	CS	1.0	0.0	0.46
actinomycetaceae_1	domain_region	merchandise_1	-1	CS	1.0	0.0	0.66
yakuza_1	domain_region	merchandise_1	-1	CS	1.0	0.0	0.57
combat_area_1	part_of	army_2	-1	CS	1.0	0.0	0.28
dance_2	part_of	army_2	-1	CS	1.0	0.0	0.69
equetus_pulcher_1	type_of	cover_1	-1	CS	1.0	0.0	0.14
class_dicotyledonae_1	type_of	cover_1	-1	CS	1.0	0.0	0.91
coccoidea_1	type_of	despoiler_1	-1	CS	1.0	0.0	0.5
stanhopea_1	type_of	despoiler_1	-1	CS	1.0	0.0	0.85
foreshore_1	type_of	period_1	-1	CS	1.0	0.0	0.79
genus_pterois_1	type_of	period_1	-1	CS	1.0	0.0	0.98
footplate_1	type_of	change_1	-1	CS	1.0	0.0	0.12
britain_1	type_of	change_1	-1	CS	1.0	0.0	0.37
man_s_clothing_1	has_part	battle_of_bull_run_1	-1	CS	1.0	0.0	0.95
cineraria_maritima_1	has_part	battle_of_bull_run_1	-1	CS	1.0	0.0	0.62
african_country_1	has_instance	genus_pithecia_1	-1	CS	1.0	0.0	0.15
genus_acacia_1	has_instance	genus_pithecia_1	-1	CS	1.0	0.0	0.28
february_12_1	has_instance	bridge_4	-1	CS	1.0	0.0	0.39
south_platte_1	has_instance	bridge_4	-1	CS	1.0	0.0	0.06
compose_2	type_of	telegram_1	-1	CS	1.0	0.0	0.65
mylodontid_1	type_of	telegram_1	-1	CS	1.0	0.0	0.97
workwear_1	domain_region	fireroom_1	-1	CS	1.0	0.0	0.85
burhinus_1	domain_region	fireroom_1	-1	CS	1.0	0.0	0.3
capromyidae_1	type_of	printing_1	-1	CS	1.0	0.0	0.37
deathwatch_2	type_of	printing_1	-1	CS	1.0	0.0	0.25
jurisprudence_2	member_meronym	anserinae_1	-1	CS	1.0	0.0	0.66
legate_1	member_meronym	anserinae_1	-1	CS	1.0	0.0	0.26
play_1	member_meronym	asio_otus_1	-1	CS	1.0	0.0	0.93
fastness_1	member_meronym	asio_otus_1	-1	CS	1.0	0.0	0.26
aster_family_1	has_instance	aneroid_1	-1	CS	1.0	0.0	0.23
genus_hypericum_1	has_instance	aneroid_1	-1	CS	1.0	0.0	0.02
genus_quercus_1	has_instance	lilium_auratum_1	-1	CS	1.0	0.0	0.74
lychnis_dioica_1	has_instance	lilium_auratum_1	-1	CS	1.0	0.0	0.19
worker_1	has_instance	graham_2	-1	CS	1.0	0.0	0.7
donne_1	has_instance	graham_2	-1	CS	1.0	0.0	0.49
brush_kangaroo_1	member_meronym	lygus_bug_1	-1	CS	1.0	0.0	0.32
snapping_turtle_1	member_meronym	lygus_bug_1	-1	CS	1.0	0.0	0.53
anatomical_structure_1	member_meronym	wombat_1	-1	CS	1.0	0.0	0.88
hub_1	member_meronym	wombat_1	-1	CS	1.0	0.0	0.26
exuberance_1	type_of	serve_14	-1	CS	1.0	0.0	0.32
grosbeak_1	type_of	serve_14	-1	CS	1.0	0.0	0.85
confine_5	type_of	endowment_1	-1	CS	1.0	0.0	0.48
surf_1	type_of	endowment_1	-1	CS	1.0	0.0	0.05
columbia_3	type_of	malacopterygian_1	-1	CS	1.0	0.0	0.87
extreme_1	type_of	malacopterygian_1	-1	CS	1.0	0.0	0.22
socket_1	type_of	examination_1	-1	CS	1.0	0.0	0.27
head_32	type_of	examination_1	-1	CS	1.0	0.0	0.76
hose_1	domain_topic	namtar_1	-1	CS	1.0	0.0	0.58
cibotium_barometz_1	domain_topic	namtar_1	-1	CS	1.0	0.0	0.62
omaha_2	type_of	modulus_3	-1	CS	1.0	0.0	0.04
family_sphaeriaceae_1	type_of	modulus_3	-1	CS	1.0	0.0	0.47
babies__breath_1	type_of	malacostracan_crustacean_1	-1	CS	1.0	0.0	0.15
decumaria_barbara_1	type_of	malacostracan_crustacean_1	-1	CS	1.0	0.0	0.25
acular_1	type_of	command_2	-1	CS	1.0	0.0	0.87
fish_family_1	type_of	command_2	-1	CS	1.0	0.0	0.88
orthography_1	type_of	bodily_cavity_1	-1	CS	1.0	0.0	0.37
euarctos_1	type_of	bodily_cavity_1	-1	CS	1.0	0.0	0.98
church_of_the_brethren_1	type_of	aeroplane_1	-1	CS	1.0	0.0	0.77
family_morchellaceae_1	type_of	aeroplane_1	-1	CS	1.0	0.0	0.98
columbiformes_1	type_of	investigating_1	-1	CS	1.0	0.0	0.16
al_madinah_1	type_of	investigating_1	-1	CS	1.0	0.0	0.94
rosid_dicot_genus_1	has_part	bourgogne_1	-1	CS	1.0	0.0	0.71
cambria_1	has_part	bourgogne_1	-1	CS	1.0	0.0	0.86
cupressaceae_1	has_instance	giant_7	-1	CS	1.0	0.0	0.49
bath_3	has_instance	giant_7	-1	CS	1.0	0.0	0.14
brachyura_1	has_instance	youth_3	-1	CS	1.0	0.0	0.2
emberiza_schoeniclus_1	has_instance	youth_3	-1	CS	1.0	0.0	0.61
family_psittacidae_1	has_instance	garotte_1	-1	CS	1.0	0.0	0.81
cent_1	has_instance	garotte_1	-1	CS	1.0	0.0	0.62
transmute_1	has_part	gand_1	-1	CS	1.0	0.0	0.69
president_taft_1	has_part	gand_1	-1	CS	1.0	0.0	0.66
jurisprudence_2	member_meronym	silverside_1	-1	CS	1.0	0.0	0.33
school_system_1	member_meronym	silverside_1	-1	CS	1.0	0.0	0.45
automobile_trunk_1	has_instance	field_2	-1	CS	1.0	0.0	0.17
liliopsid_genus_1	has_instance	field_2	-1	CS	1.0	0.0	0.02
assertion_1	has_instance	crank_1	-1	CS	1.0	0.0	0.55
radish_1	has_instance	crank_1	-1	CS	1.0	0.0	0.24
genus_mullus_1	member_meronym	blue_elder_1	-1	CS	1.0	0.0	0.23
amphibia_1	member_meronym	blue_elder_1	-1	CS	1.0	0.0	0.88
duet_4	type_of	line_16	-1	CS	1.0	0.0	0.68
australopithecus_1	type_of	line_16	-1	CS	1.0	0.0	0.25
tiered_seat_1	type_of	accrual_1	-1	CS	1.0	0.0	0.56
executive_branch_1	type_of	accrual_1	-1	CS	1.0	0.0	0.43
nosh_2	type_of	pride_2	-1	CS	1.0	0.0	0.53
curly_grass_1	type_of	pride_2	-1	CS	1.0	0.0	0.73
group_action_1	type_of	anovulant_1	-1	CS	1.0	0.0	0.9
ship_6	type_of	anovulant_1	-1	CS	1.0	0.0	0.4
dammar_pine_1	has_instance	paeony_1	-1	CS	1.0	0.0	0.19
genus_raffia_1	has_instance	paeony_1	-1	CS	1.0	0.0	0.53
coenzyme_q_1	has_instance	conchology_1	-1	CS	1.0	0.0	0.53
hospital_1	has_instance	conchology_1	-1	CS	1.0	0.0	0.1
kaleidoscope_1	subordinate_instance_of	married_woman_1	-1	CS	1.0	0.0	0.0
daedal_1	subordinate_instance_of	married_woman_1	-1	CS	1.0	0.0	0.95
individual_1	member_meronym	caudate_2	-1	CS	1.0	0.0	0.37
insect_1	member_meronym	caudate_2	-1	CS	1.0	0.0	0.05
game_2	member_meronym	butcher_s_broom_1	-1	CS	1.0	0.0	0.02
gutta_percha_tree_1	member_meronym	butcher_s_broom_1	-1	CS	1.0	0.0	0.29
old_world_porcupine_1	part_of	chess_2	-1	CS	1.0	0.0	0.43
scotch_asphodel_1	part_of	chess_2	-1	CS	1.0	0.0	0.05
erysimum_1	part_of	europe_1	-1	CS	1.0	0.0	0.88
army_hut_1	part_of	europe_1	-1	CS	1.0	0.0	0.7
fungus_genus_1	subordinate_instance_of	university_2	-1	CS	1.0	0.0	0.62
anthrax_bacillus_1	subordinate_instance_of	university_2	-1	CS	1.0	0.0	0.69
avoirdupois_unit_1	has_instance	landmark_1	-1	CS	1.0	0.0	0.55
label_2	has_instance	landmark_1	-1	CS	1.0	0.0	0.87
arborvirus_1	has_instance	bowiea_volubilis_1	-1	CS	1.0	0.0	0.03
riffle_4	has_instance	bowiea_volubilis_1	-1	CS	1.0	0.0	0.85
genus_podargus_1	has_instance	clash_1	-1	CS	1.0	0.0	0.05
pillage_3	has_instance	clash_1	-1	CS	1.0	0.0	0.05
citlaltepetl_1	type_of	caryophylloid_dicot_genus_1	-1	CS	1.0	0.0	0.75
basutoland_1	type_of	caryophylloid_dicot_genus_1	-1	CS	1.0	0.0	0.75
civil_time_1	type_of	mammal_genus_1	-1	CS	1.0	0.0	0.5
koodoo_1	type_of	mammal_genus_1	-1	CS	1.0	0.0	0.21
judicial_writ_1	type_of	force_3	-1	CS	1.0	0.0	0.63
commerce_1	type_of	force_3	-1	CS	1.0	0.0	0.37
slow_5	domain_topic	battle_of_cynoscephalae_1	-1	CS	1.0	0.0	0.35
memorial_3	domain_topic	battle_of_cynoscephalae_1	-1	CS	1.0	0.0	0.89
al_iraq_1	member_meronym	limenitis_astyanax_1	-1	CS	1.0	0.0	0.44
alter_1	member_meronym	limenitis_astyanax_1	-1	CS	1.0	0.0	0.71
navigation_1	member_meronym	gnetum_1	-1	CS	1.0	0.0	0.77
nonproliferation_center_1	member_meronym	gnetum_1	-1	CS	1.0	0.0	0.41
work_28	type_of	lap_7	-1	CS	1.0	0.0	0.57
pentecost_1	type_of	lap_7	-1	CS	1.0	0.0	0.91
sun_4	has_instance	anteater_1	-1	CS	1.0	0.0	0.06
embed_1	has_instance	anteater_1	-1	CS	1.0	0.0	0.3
actinozoa_1	has_instance	allmouth_1	-1	CS	1.0	0.0	0.77
american_indian_1	has_instance	allmouth_1	-1	CS	1.0	0.0	0.81
teasel_1	type_of	nitrate_1	-1	CS	1.0	0.0	0.18
water_soluble_vitamin_1	type_of	nitrate_1	-1	CS	1.0	0.0	0.45
crowd_2	has_instance	clobber_1	-1	CS	1.0	0.0	0.13
go_1	has_instance	clobber_1	-1	CS	1.0	0.0	0.1
appropriation_2	member_meronym	family_tenebrionidae_1	-1	CS	1.0	0.0	0.61
calocedrus_decurrens_1	member_meronym	family_tenebrionidae_1	-1	CS	1.0	0.0	0.59
brewery_1	has_instance	airmail_1	-1	CS	1.0	0.0	0.83
sunbelt_1	has_instance	airmail_1	-1	CS	1.0	0.0	0.03
file_transfer_protocol_1	has_instance	boot_1	-1	CS	1.0	0.0	0.42
fragaria_1	has_instance	boot_1	-1	CS	1.0	0.0	0.37
gulf_1	has_instance	gabon_1	-1	CS	1.0	0.0	0.33
bobble_2	has_instance	gabon_1	-1	CS	1.0	0.0	0.1
fuel_4	has_instance	anti_intellectual_1	-1	CS	1.0	0.0	0.93
artistic_style_1	has_instance	anti_intellectual_1	-1	CS	1.0	0.0	0.8
mechanical_phenomenon_1	type_of	herb_1	-1	CS	1.0	0.0	0.97
gnetum_1	type_of	herb_1	-1	CS	1.0	0.0	0.07
artificer_2	has_instance	genus_selene_1	-1	CS	1.0	0.0	0.22
souari_nut_2	has_instance	genus_selene_1	-1	CS	1.0	0.0	0.51
linguistics_1	has_instance	john_joseph_mcgraw_1	-1	CS	1.0	0.0	0.18
gargle_1	has_instance	john_joseph_mcgraw_1	-1	CS	1.0	0.0	0.66
crow_1	part_of	annona_squamosa_1	-1	CS	1.0	0.0	0.42
mania_2	part_of	annona_squamosa_1	-1	CS	1.0	0.0	0.25
crying_1	has_instance	meniscus_1	-1	CS	1.0	0.0	0.53
forepaw_1	has_instance	meniscus_1	-1	CS	1.0	0.0	0.06
genus_luscinia_1	part_of	austria_1	-1	CS	1.0	0.0	0.5
transfiguration_2	part_of	austria_1	-1	CS	1.0	0.0	0.91
illegal_1	type_of	crown_5	-1	CS	1.0	0.0	0.17
genus_hamamelis_1	type_of	crown_5	-1	CS	1.0	0.0	0.36
art_1	has_instance	spring_8	-1	CS	1.0	0.0	0.09
ceremonial_dance_1	has_instance	spring_8	-1	CS	1.0	0.0	0.56
written_1	has_instance	family_istiophoridae_1	-1	CS	1.0	0.0	0.75
glenoid_cavity_1	has_instance	family_istiophoridae_1	-1	CS	1.0	0.0	0.1
military_personnel_1	member_meronym	firefly_2	-1	CS	1.0	0.0	0.41
artemisia_filifolia_1	member_meronym	firefly_2	-1	CS	1.0	0.0	0.39
genus_achillea_1	domain_region	blood_1	-1	CS	1.0	0.0	0.58
john_dory_1	domain_region	blood_1	-1	CS	1.0	0.0	0.07
nepalese_rupee_1	member_meronym	scurvy_grass_2	-1	CS	1.0	0.0	0.14
genus_agave_1	member_meronym	scurvy_grass_2	-1	CS	1.0	0.0	0.14
disembroil_1	type_of	sausage_1	-1	CS	1.0	0.0	0.74
keep_one_s_distance_1	type_of	sausage_1	-1	CS	1.0	0.0	0.2
adrenal_cortical_steroid_1	has_instance	rice_beer_1	-1	CS	1.0	0.0	0.75
ship_6	has_instance	rice_beer_1	-1	CS	1.0	0.0	0.09
aleutian_islands_1	type_of	sled_2	-1	CS	1.0	0.0	0.35
up_2	type_of	sled_2	-1	CS	1.0	0.0	0.79
herb_1	type_of	inorganic_phosphate_1	-1	CS	1.0	0.0	0.26
furnish_1	type_of	inorganic_phosphate_1	-1	CS	1.0	0.0	0.44
singer_1	domain_region	combat_area_1	-1	CS	1.0	0.0	0.1
genus_tripleurospermum_1	domain_region	combat_area_1	-1	CS	1.0	0.0	0.35
time_unit_1	type_of	judicial_writ_1	-1	CS	1.0	0.0	0.51
broadness_1	type_of	judicial_writ_1	-1	CS	1.0	0.0	0.68
black_pine_2	part_of	balm_1	-1	CS	1.0	0.0	0.24
fish_family_1	part_of	balm_1	-1	CS	1.0	0.0	0.16
eucalyptus_gum_1	part_of	italia_1	-1	CS	1.0	0.0	0.28
business_7	part_of	italia_1	-1	CS	1.0	0.0	0.73
move_20	member_meronym	sand_dab_2	-1	CS	1.0	0.0	0.76
alter_1	member_meronym	sand_dab_2	-1	CS	1.0	0.0	0.86
oyster_plant_1	type_of	rosid_dicot_genus_1	-1	CS	1.0	0.0	0.14
gasterosteus_pungitius_1	type_of	rosid_dicot_genus_1	-1	CS	1.0	0.0	0.51
basiliscus_1	type_of	adjudge_1	-1	CS	1.0	0.0	0.95
sour_4	type_of	adjudge_1	-1	CS	1.0	0.0	0.11
symptom_1	has_part	fluke_3	-1	CS	1.0	0.0	0.11
mexico_1	has_part	fluke_3	-1	CS	1.0	0.0	0.23
drop_26	domain_region	manna_1	-1	CS	1.0	0.0	0.93
stump_5	domain_region	manna_1	-1	CS	1.0	0.0	0.57
salamander_1	member_meronym	argyrotaenia_1	-1	CS	1.0	0.0	0.9
bird_genus_1	member_meronym	argyrotaenia_1	-1	CS	1.0	0.0	0.79
copolymerise_1	type_of	balk_2	-1	CS	1.0	0.0	0.99
kill_8	type_of	balk_2	-1	CS	1.0	0.0	0.52
doctrine_1	has_instance	family_phalacrocoracidae_1	-1	CS	1.0	0.0	0.04
city_1	has_instance	family_phalacrocoracidae_1	-1	CS	1.0	0.0	0.86
bagpipe_1	domain_region	penal_code_1	-1	CS	1.0	0.0	0.71
britain_1	domain_region	penal_code_1	-1	CS	1.0	0.0	0.52
resurgence_1	has_instance	profile_1	-1	CS	1.0	0.0	0.71
