technique	threshold	relation	metric	value
allyes	0.3	language__language_writing_system__languages	recall	None
allyes	0.3	language__language_writing_system__languages	f1	None
allyes	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	precision	1.0
allyes	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	recall	1.0
allyes	0.3	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	f1	1.0
allyes	0.3	film__film_location__featured_in_films	precision	0.0
allyes	0.3	film__film_location__featured_in_films	recall	None
allyes	0.3	film__film_location__featured_in_films	f1	None
allyes	0.3	music__group_member__instruments_played	precision	1.0
allyes	0.3	music__group_member__instruments_played	recall	1.0
allyes	0.3	music__group_member__instruments_played	f1	1.0
allyes	0.3	location__location__people_born_here	precision	1.0
allyes	0.3	location__location__people_born_here	recall	1.0
allyes	0.3	location__location__people_born_here	f1	1.0
allyes	0.3	business__company_type__companies_of_this_type	precision	0.0
allyes	0.3	business__company_type__companies_of_this_type	recall	None
allyes	0.3	business__company_type__companies_of_this_type	f1	None
allyes	0.3	music__performance_role__regular_performances-music__group_membership__role	precision	0.0
allyes	0.3	music__performance_role__regular_performances-music__group_membership__role	recall	None
allyes	0.3	music__performance_role__regular_performances-music__group_membership__role	f1	None
allyes	0.3	film__film__runtime-film__film_cut__film_release_region	precision	0.0
allyes	0.3	film__film__runtime-film__film_cut__film_release_region	recall	None
allyes	0.3	film__film__runtime-film__film_cut__film_release_region	f1	None
allyes	0.3	common__annotation_category__annotations-common__webpage__topic	precision	0.5
allyes	0.3	common__annotation_category__annotations-common__webpage__topic	recall	1.0
allyes	0.3	common__annotation_category__annotations-common__webpage__topic	f1	0.6666666666666666
allyes	0.3	people__person__profession	precision	0.75
allyes	0.3	people__person__profession	recall	1.0
allyes	0.3	people__person__profession	f1	0.8571428571428571
allyes	0.3	film__film_festival_event__films	precision	1.0
allyes	0.3	film__film_festival_event__films	recall	1.0
allyes	0.3	film__film_festival_event__films	f1	1.0
allyes	0.3	people__place_of_interment__interred_here	precision	0.0
allyes	0.3	people__place_of_interment__interred_here	recall	None
allyes	0.3	people__place_of_interment__interred_here	f1	None
allyes	0.3	media_common__netflix_genre__titles	precision	0.5
allyes	0.3	media_common__netflix_genre__titles	recall	1.0
allyes	0.3	media_common__netflix_genre__titles	f1	0.6666666666666666
allyes	0.3	music__genre__artists	precision	0.0
allyes	0.3	music__genre__artists	recall	None
allyes	0.3	music__genre__artists	f1	None
allyes	0.3	base__aareas__schema__administrative_area__administrative_parent	precision	0.0
allyes	0.3	base__aareas__schema__administrative_area__administrative_parent	recall	None
allyes	0.3	base__aareas__schema__administrative_area__administrative_parent	f1	None
allyes	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	precision	1.0
allyes	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	recall	1.0
allyes	0.3	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	f1	1.0
allyes	0.3	people__person__places_lived-people__place_lived__location	precision	0.6666666666666666
allyes	0.3	people__person__places_lived-people__place_lived__location	recall	1.0
allyes	0.3	people__person__places_lived-people__place_lived__location	f1	0.8
allyes	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	precision	0.5
allyes	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	recall	1.0
allyes	0.3	film__film__other_crew-film__film_crew_gig__film_crew_role	f1	0.6666666666666666
allyes	0.3	education__educational_degree__people_with_this_degree-education__education__institution	precision	0.0
allyes	0.3	education__educational_degree__people_with_this_degree-education__education__institution	recall	None
allyes	0.3	education__educational_degree__people_with_this_degree-education__education__institution	f1	None
allyes	0.3	education__educational_institution__students_graduates-education__education__student	precision	0.0
allyes	0.3	education__educational_institution__students_graduates-education__education__student	recall	None
allyes	0.3	education__educational_institution__students_graduates-education__education__student	f1	None
allyes	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award	precision	0.4
allyes	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award	recall	1.0
allyes	0.3	award__award_nominated_work__award_nominations-award__award_nomination__award	f1	0.5714285714285715
allyes	0.3	people__cause_of_death__people	precision	0.0
allyes	0.3	people__cause_of_death__people	recall	None
allyes	0.3	people__cause_of_death__people	f1	None
allyes	0.3	base__popstra__celebrity__dated-base__popstra__dated__participant	precision	1.0
allyes	0.3	base__popstra__celebrity__dated-base__popstra__dated__participant	recall	1.0
allyes	0.3	base__popstra__celebrity__dated-base__popstra__dated__participant	f1	1.0
allyes	0.3	location__location__containedby	precision	0.3333333333333333
allyes	0.3	location__location__containedby	recall	1.0
allyes	0.3	location__location__containedby	f1	0.5
allyes	0.3	film__production_company__films	precision	0.0
allyes	0.3	film__production_company__films	recall	None
allyes	0.3	film__production_company__films	f1	None
allyes	0.3	film__film_casting_director__films_casting_directed	precision	1.0
allyes	0.3	film__film_casting_director__films_casting_directed	recall	1.0
allyes	0.3	film__film_casting_director__films_casting_directed	f1	1.0
allyes	0.3	award__award_ceremony__awards_presented-award__award_honor__honored_for	precision	0.5
allyes	0.3	award__award_ceremony__awards_presented-award__award_honor__honored_for	recall	1.0
allyes	0.3	award__award_ceremony__awards_presented-award__award_honor__honored_for	f1	0.6666666666666666
allyes	0.3	music__instrument__variation	precision	1.0
allyes	0.3	music__instrument__variation	recall	1.0
allyes	0.3	music__instrument__variation	f1	1.0
allyes	0.3	award__award_nominee__award_nominations-award__award_nomination__award_nominee	precision	0.625
allyes	0.3	award__award_nominee__award_nominations-award__award_nomination__award_nominee	recall	1.0
allyes	0.3	award__award_nominee__award_nominations-award__award_nomination__award_nominee	f1	0.7692307692307693
allyes	0.3	award__award_winner__awards_won-award__award_honor__ceremony	precision	1.0
allyes	0.3	award__award_winner__awards_won-award__award_honor__ceremony	recall	1.0
allyes	0.3	award__award_winner__awards_won-award__award_honor__ceremony	f1	1.0
allyes	0.3	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	precision	0.6666666666666666
allyes	0.3	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	recall	1.0
allyes	0.3	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	f1	0.8
allyes	0.3	sports__pro_athlete__teams-sports__sports_team_roster__team	precision	0.5
allyes	0.3	sports__pro_athlete__teams-sports__sports_team_roster__team	recall	1.0
allyes	0.3	sports__pro_athlete__teams-sports__sports_team_roster__team	f1	0.6666666666666666
allyes	0.3	film__film__film_set_decoration_by	precision	1.0
allyes	0.3	film__film__film_set_decoration_by	recall	1.0
allyes	0.3	film__film__film_set_decoration_by	f1	1.0
allyes	0.3	award__award_category__nominees-award__award_nomination__nominated_for	precision	0.5714285714285714
allyes	0.3	award__award_category__nominees-award__award_nomination__nominated_for	recall	1.0
allyes	0.3	award__award_category__nominees-award__award_nomination__nominated_for	f1	0.7272727272727273
allyes	0.3	tv__tv_program__genre	precision	0.0
allyes	0.3	tv__tv_program__genre	recall	None
allyes	0.3	tv__tv_program__genre	f1	None
allyes	0.3	media_common__netflix_title__netflix_genres	precision	0.5
allyes	0.3	media_common__netflix_title__netflix_genres	recall	1.0
allyes	0.3	media_common__netflix_title__netflix_genres	f1	0.6666666666666666
allyes	0.3	award__award_ceremony__awards_presented-award__award_honor__award_winner	precision	0.0
allyes	0.3	award__award_ceremony__awards_presented-award__award_honor__award_winner	recall	None
allyes	0.3	award__award_ceremony__awards_presented-award__award_honor__award_winner	f1	None
allyes	0.3	base__locations__continents__countries_within	precision	0.0
allyes	0.3	base__locations__continents__countries_within	recall	None
allyes	0.3	base__locations__continents__countries_within	f1	None
allyes	0.3	geography__island__body_of_water	precision	1.0
allyes	0.3	geography__island__body_of_water	recall	1.0
allyes	0.3	geography__island__body_of_water	f1	1.0
allyes	0.3	sports__sports_position__players-soccer__football_roster_position__team	precision	0.5
allyes	0.3	sports__sports_position__players-soccer__football_roster_position__team	recall	1.0
allyes	0.3	sports__sports_position__players-soccer__football_roster_position__team	f1	0.6666666666666666
allyes	0.3	award__award_winner__awards_won-award__award_honor__award_winner	precision	0.7142857142857143
allyes	0.3	award__award_winner__awards_won-award__award_honor__award_winner	recall	1.0
allyes	0.3	award__award_winner__awards_won-award__award_honor__award_winner	f1	0.8333333333333333
allyes	0.3	base__eating__diets__people_who_follow_this_diet	precision	1.0
allyes	0.3	base__eating__diets__people_who_follow_this_diet	recall	1.0
allyes	0.3	base__eating__diets__people_who_follow_this_diet	f1	1.0
allyes	0.3	organization__organization__headquarters-location__mailing_address__state_province_region	precision	0.0
allyes	0.3	organization__organization__headquarters-location__mailing_address__state_province_region	recall	None
allyes	0.3	organization__organization__headquarters-location__mailing_address__state_province_region	f1	None
allyes	0.3	basketball__basketball_team__roster-basketball__basketball_roster_position__position	precision	1.0
allyes	0.3	basketball__basketball_team__roster-basketball__basketball_roster_position__position	recall	1.0
allyes	0.3	basketball__basketball_team__roster-basketball__basketball_roster_position__position	f1	1.0
allyes	0.3	media_common__dedicator__dedications-media_common__dedication__dedicated_to	precision	1.0
allyes	0.3	media_common__dedicator__dedications-media_common__dedication__dedicated_to	recall	1.0
allyes	0.3	media_common__dedicator__dedications-media_common__dedication__dedicated_to	f1	1.0
allyes	0.3	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	precision	1.0
allyes	0.3	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	recall	1.0
allyes	0.3	tv__tv_program__tv_producer-tv__tv_producer_term__producer_type	f1	1.0
allyes	0.3	common__topic__webpage-common__webpage__category	precision	1.0
allyes	0.3	common__topic__webpage-common__webpage__category	recall	1.0
allyes	0.3	common__topic__webpage-common__webpage__category	f1	1.0
allyes	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	precision	1.0
allyes	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	recall	1.0
allyes	0.3	tv__tv_program__regular_cast-tv__regular_tv_appearance__character	f1	1.0
allyes	0.3	food__food__nutrients-food__nutrition_fact__nutrient	precision	1.0
allyes	0.3	food__food__nutrients-food__nutrition_fact__nutrient	recall	1.0
allyes	0.3	food__food__nutrients-food__nutrition_fact__nutrient	f1	1.0
allyes	0.3	film__film_production_designer__films_production_designed	precision	1.0
allyes	0.3	film__film_production_designer__films_production_designed	recall	1.0
allyes	0.3	film__film_production_designer__films_production_designed	f1	1.0
allyes	0.3	sports__sports_position__players-sports__sports_team_roster__team	precision	0.0
allyes	0.3	sports__sports_position__players-sports__sports_team_roster__team	recall	None
allyes	0.3	sports__sports_position__players-sports__sports_team_roster__team	f1	None
allyes	0.3	education__field_of_study__students_majoring-education__education__institution	precision	0.5
